Detail	hyper_turcan	hypo_turcan	hyper_adi	hypo_adi	SharedSets
CACNA1I	1	1	0	0	2
CHRM1	1	1	0	0	2
MECOM	1	0	1	0	2
TNFRSF10A	1	1	0	0	2
RSPO2	1	1	0	0	2
BCL11A	1	1	0	0	2
ANKRD43	1	1	0	0	2
PPP2R5A	1	1	0	0	2
RGS12	1	1	0	0	2
TRAPPC9	1	1	0	0	2
SLC14A1	1	1	0	0	2
ZNF516	1	1	0	0	2
C14orf43	1	1	0	0	2
UBD	1	1	0	0	2
RPS6KL1	1	1	0	0	2
ADARB2	1	1	0	0	2
NPDC1	1	0	1	0	2
SNCA	1	1	0	0	2
MED24	1	1	0	0	2
GABRA5	1	1	0	0	2
KDM6B	1	1	0	0	2
DOCK3	1	0	1	0	2
ANTXR1	1	1	0	0	2
MB	1	1	0	0	2
KIAA1671	1	1	0	0	2
OBSL1	1	0	1	0	2
PRKCZ	1	1	0	0	2
ELFN2	1	0	1	0	2
SLC45A4	1	1	0	0	2
SIM2	1	1	0	0	2
AHRR	1	1	0	0	2
OVOL1	1	1	0	0	2
TFAP2E	1	1	0	0	2
GATA2	1	1	0	0	2
SLC9A3	1	1	0	0	2
WNT2	1	1	0	0	2
TMEM132E	1	1	0	0	2
TCP11	1	0	1	0	2
SSTR1	1	0	1	0	2
PNPLA7	1	1	0	0	2
PTPRU	1	1	0	0	2
PRSS27	1	1	0	0	2
PRHOXNB	1	1	0	0	2
DDO	1	1	0	0	2
ZNF232	1	1	0	0	2
GGT1	1	1	0	0	2
FIBCD1	1	1	0	0	2
KIAA1257	1	1	0	0	2
BRSK2	1	1	0	0	2
PEX6	1	1	0	0	2
LMX1B	1	1	0	0	2
LRRC8B	1	1	0	0	2
TBL1XR1	1	0	1	0	2
GNL1	1	1	0	0	2
SLC6A3	1	1	0	0	2
C14orf102	1	1	0	0	2
SRC	1	0	1	0	2
MPL	1	1	0	0	2
NSUN7	1	1	0	0	2
FGF19	1	1	0	0	2
PTPMT1	1	1	0	0	2
SLC26A5	1	1	0	0	2
CRIM1	1	0	1	0	2
EPB41L1	1	1	0	0	2
GFOD1	1	1	0	0	2
PCOLCE	1	1	0	0	2
ETNK2	1	1	0	0	2
CLCN5	1	1	0	0	2
CTNNA3	1	0	1	0	2
CDC42BPG	1	1	0	0	2
SOX21	1	1	0	0	2
ITGA5	1	0	1	0	2
HOXA2	1	1	0	0	2
BSCL2	1	0	1	0	2
MUC5B	1	1	0	0	2
APC	1	1	0	0	2
DUSP6	1	1	0	0	2
CNTN2	1	1	0	0	2
FAM169B	1	1	0	0	2
NELL2	1	1	0	0	2
GTSF1	1	1	0	0	2
ZFYVE28	1	1	0	0	2
RAB30	1	1	0	0	2
USE1	1	1	0	0	2
ADAMTS8	1	1	0	0	2
NTM	1	1	0	0	2
PARN	1	1	0	0	2
SLC12A7	1	1	0	0	2
FRMD4A	1	1	0	0	2
IHH	1	1	0	0	2
HAS3	1	1	0	0	2
MCC	1	0	1	0	2
PYGO2	1	1	0	0	2
MAGIX	1	1	0	0	2
DKK3	1	1	0	0	2
PARD6A	1	1	0	0	2
SLC7A14	1	1	0	0	2
ANXA7	1	1	0	0	2
ADAT3	1	0	1	0	2
CCDC110	1	1	0	0	2
KCNQ1	1	1	0	0	2
CUTA	1	0	0	1	2
GPM6B	1	1	0	0	2
DACH1	1	1	0	0	2
BAI1	1	1	0	0	2
FAM190A	1	1	0	0	2
SHISA7	1	1	0	0	2
DSCR9	1	1	0	0	2
TRIM31	1	1	0	0	2
CREB5	1	1	0	0	2
PTHLH	1	1	0	0	2
C21orf29	1	1	0	0	2
RBPJL	1	1	0	0	2
GOLGA8B	1	1	0	0	2
RSPH9	1	1	0	0	2
PTGIS	1	0	1	0	2
IFT140	1	1	0	0	2
RHBDF2	1	1	0	0	2
EPHA3	1	1	0	0	2
PTCHD2	1	1	0	0	2
TCN2	1	1	0	0	2
TMEM231	1	0	1	0	2
PRR5	1	1	0	0	2
TMEM86A	1	1	0	0	2
PHRF1	1	1	0	0	2
HEG1	1	0	0	1	2
KCNQ2	1	1	0	0	2
GPC1	1	0	1	0	2
CACNG6	1	1	0	0	2
CACNA1D	1	1	0	0	2
MLPH	1	1	0	0	2
NAV2	1	1	0	0	2
LRAT	1	1	0	0	2
PODN	1	1	0	0	2
TSHZ3	1	0	1	0	2
FRAS1	1	1	0	0	2
ARPC1B	1	0	1	0	2
AHNAK2	1	1	0	0	2
GLUL	1	1	0	0	2
TSPAN16	1	1	0	0	2
VASH1	1	1	0	0	2
ZIC2	1	1	0	0	2
ZNF687	1	1	0	0	2
ATP2A1	1	1	0	0	2
NOX4	1	1	0	0	2
ATN1	1	1	0	0	2
UNKL	1	1	0	0	2
AMZ1	1	1	0	0	2
PTPN1	1	0	0	1	2
SCN4A	1	1	0	0	2
HLF	1	1	0	0	2
UNC45A	1	1	0	0	2
PFKFB3	1	1	0	0	2
PSD3	1	0	1	0	2
COLEC11	1	1	0	0	2
SEMA4F	1	0	1	0	2
CLCN1	1	1	0	0	2
NHSL2	1	1	0	0	2
FAM125B	1	1	0	0	2
NPTXR	1	0	1	0	2
TTLL10	1	1	0	0	2
CCDC62	1	1	0	0	2
MIR203	1	1	0	0	2
CACHD1	1	1	0	0	2
KIF21B	1	1	0	0	2
RICH2	1	1	0	0	2
RASGRP4	1	1	0	0	2
RFX2	1	1	0	0	2
TEAD3	1	0	1	0	2
PSMB9	1	1	0	0	2
EBF1	1	1	0	0	2
C11orf91	1	1	0	0	2
HBM	1	1	0	0	2
PCSK4	1	0	1	0	2
RIC3	1	1	0	0	2
NELL1	1	1	0	0	2
MUC4	1	1	0	0	2
CD34	1	1	0	0	2
GALNT6	1	0	1	0	2
ACSL6	1	1	0	0	2
COL4A5	1	1	0	0	2
ZNF777	1	0	1	0	2
HAT1	1	1	0	0	2
LOC91948	1	1	0	0	2
KIRREL2	1	1	0	0	2
MYH7B	1	0	1	0	2
A2BP1	1	1	0	0	2
CLMN	1	1	0	0	2
ZNF709	1	1	0	0	2
XKR6	1	1	0	0	2
CALCB	1	1	0	0	2
SLC5A6	1	1	0	0	2
DLC1	1	0	1	0	2
NMU	1	1	0	0	2
VWF	1	1	0	0	2
MYH15	1	1	0	0	2
PSMD9	1	1	0	0	2
BDNF	1	1	0	0	2
PAPL	1	1	0	0	2
HDAC4	1	1	0	0	2
TAC3	1	1	0	0	2
PIK3R5	1	1	0	0	2
YPEL2	1	1	0	0	2
DNAH17	1	1	0	0	2
LOC388946	1	1	0	0	2
IQSEC1	1	1	0	0	2
SDK1	1	1	0	0	2
MCF2L	1	1	0	0	2
PDLIM2	1	1	0	0	2
TTLL8	1	1	0	0	2
PTPN5	1	1	0	0	2
GABRB3	1	1	0	0	2
STMN2	1	1	0	0	2
EMX1	1	1	0	0	2
RGMA	1	1	0	0	2
MYO1H	1	1	0	0	2
PFKFB2	1	1	0	0	2
RAET1G	1	1	0	0	2
NUDT22	1	1	0	0	2
01-Mar	1	1	0	0	2
SGCZ	1	1	0	0	2
ZNF572	1	1	0	0	2
COL5A1	1	1	0	0	2
GAK	1	1	0	0	2
C19orf12	1	0	1	0	2
STAB1	1	1	0	0	2
AMN	1	1	0	0	2
PITPNC1	1	0	0	1	2
TRIM15	1	1	0	0	2
POU3F4	1	1	0	0	2
DLX6AS	1	1	0	0	2
KIAA1324	1	1	0	0	2
WNT1	1	1	0	0	2
ST3GAL1	1	1	0	0	2
FOXN4	1	0	1	0	2
FLJ43390	1	1	0	0	2
PLEKHA2	1	0	1	0	2
SLC6A17	1	0	1	0	2
BMP2	1	0	1	0	2
NEK5	1	1	0	0	2
ELOVL2	1	1	0	0	2
SLC2A5	1	1	0	0	2
SLC24A4	1	1	0	0	2
GDPD5	1	1	0	0	2
PXDN	1	1	0	0	2
IMMP2L	1	1	0	0	2
MAN2B2	1	1	0	0	2
FOXK1	1	1	0	0	2
HCG4	1	1	0	0	2
ST8SIA6	1	0	1	0	2
GPR123	1	1	0	0	2
LOX	1	0	1	0	2
B3GNTL1	1	1	0	0	2
TMEM168	1	1	0	0	2
NAA11	1	1	0	0	2
RP1L1	1	1	0	0	2
RGL1	1	1	0	0	2
C10orf58	1	1	0	0	2
GPR63	1	1	0	0	2
PRKCG	1	1	0	0	2
PXN	1	1	0	0	2
RPUSD1	1	1	0	0	2
KIAA1543	1	1	0	0	2
MFSD2A	1	1	0	0	2
PCSK6	1	1	0	0	2
FREM2	1	1	0	0	2
CDKL5	1	1	0	0	2
BTC	1	1	0	0	2
C22orf9	1	1	0	0	2
SFT2D3	1	0	1	0	2
SHF	1	1	0	0	2
TNNC1	1	1	0	0	2
TBX2	1	0	1	0	2
LOC650226	1	1	0	0	2
DSCAML1	1	1	0	0	2
CRMP1	1	1	0	0	2
LARP4	1	1	0	0	2
SORBS2	1	1	0	0	2
NXPH1	1	1	0	0	2
KCNN2	1	1	0	0	2
GABRB2	1	1	0	0	2
SFRS8	1	1	0	0	2
RAB11FIP4	1	1	0	0	2
GRIA2	1	1	0	0	2
FGFRL1	1	0	1	0	2
SKI	1	1	0	0	2
TNN	1	1	0	0	2
F5	1	1	0	0	2
GPIHBP1	1	1	0	0	2
GRM4	1	1	0	0	2
LOC285768	1	1	0	0	2
TPPP	1	1	0	0	2
DCAF12L1	1	1	0	0	2
C17orf101	1	1	0	0	2
PKHD1L1	1	1	0	0	2
SLC35F1	1	1	0	0	2
CALCA	1	1	0	0	2
PAX4	1	1	0	0	2
HHIPL1	1	0	1	0	2
DNAH3	1	1	0	0	2
NKX6-3	1	1	0	0	2
KLK13	1	1	0	0	2
PLEKHG4B	1	1	0	0	2
PIP5KL1	1	1	0	0	2
MRGPRD	1	1	0	0	2
ERBB2	1	1	0	0	2
RYR1	1	1	0	0	2
C1orf88	1	1	0	0	2
FIS1	1	1	0	0	2
PAX5	1	1	0	0	2
RASSF6	1	1	0	0	2
TLR9	1	0	1	0	2
FSIP1	1	1	0	0	2
CASKIN1	1	1	0	0	2
IQSEC3	1	1	0	0	2
ADSSL1	1	1	0	0	2
EPB49	1	1	0	0	2
BSN	1	1	0	0	2
TTC7B	1	1	0	0	2
SCRT1	1	0	1	0	2
TMEM52	1	1	0	0	2
PADI4	1	1	0	0	2
DOC2B	1	1	0	0	2
WNT5B	1	0	1	0	2
HAPLN3	1	1	0	0	2
MGRN1	1	1	0	0	2
C6orf174	1	1	0	0	2
ISLR	1	0	1	0	2
SLC16A12	1	0	1	0	2
SNX16	1	0	0	1	2
RUNX3	1	1	0	0	2
MAL2	1	1	0	0	2
TOP1MT	1	0	1	0	2
FAM59B	1	1	0	0	2
SH2D3C	1	1	0	0	2
NRG3	1	1	0	0	2
CPT1A	1	1	0	0	2
TRMT5	1	1	0	0	2
FERMT3	1	1	0	0	2
B3GNT7	1	1	0	0	2
GPR37L1	1	1	0	0	2
FGF18	1	0	1	0	2
C7orf52	1	1	0	0	2
SPERT	1	1	0	0	2
C6orf132	1	1	0	0	2
FAM198B	1	1	0	0	2
AZU1	1	1	0	0	2
SOX8	1	1	0	0	2
FAM176A	1	1	0	0	2
SCOC	1	1	0	0	2
MYH14	1	1	0	0	2
NOS2	1	0	1	0	2
RNASE7	1	1	0	0	2
MYCN	1	1	0	0	2
GRB10	1	1	0	0	2
PRRX2	1	0	1	0	2
CRY2	1	1	0	0	2
DGKZ	1	1	0	0	2
SOX2OT	1	1	0	0	2
KCNK5	1	1	0	0	2
TCERG1L	1	1	0	0	2
SYNGR2	1	0	1	0	2
LRP5	1	1	0	0	2
SHANK2	1	1	0	0	2
BLMH	1	1	0	0	2
LYNX1	1	1	0	0	2
IL1F7	1	1	0	0	2
SOX18	1	1	0	0	2
SLC25A18	1	1	0	0	2
LPHN2	1	1	0	0	2
SCN11A	1	1	0	0	2
PLEKHB1	1	1	0	0	2
PRSS22	1	1	0	0	2
SH3TC1	1	1	0	0	2
PEAR1	1	0	1	0	2
MAP3K5	1	0	1	0	2
GNASAS	1	1	0	0	2
NUCB1	1	1	0	0	2
BSDC1	1	1	0	0	2
GPD2	1	1	0	0	2
MDM1	1	0	1	0	2
ASPSCR1	1	0	0	1	2
BRCA1	1	1	0	0	2
PCBP3	1	1	0	0	2
NKAIN4	1	1	0	0	2
TRPC7	1	1	0	0	2
GLT25D2	1	1	0	0	2
VAX2	1	1	0	0	2
EMID2	1	1	0	0	2
C1orf187	1	1	0	0	2
KIAA1310	1	1	0	0	2
CACNA1G	1	1	0	0	2
RNF126	1	1	0	0	2
PDZD2	1	1	0	0	2
ZNF575	1	0	0	1	2
BTNL8	1	1	0	0	2
GNMT	1	0	1	0	2
GRAMD1A	1	1	0	0	2
CTDSPL	1	1	0	0	2
SFRP5	1	1	0	0	2
FLJ23834	1	1	0	0	2
LRRFIP1	1	1	0	0	2
CITED4	1	0	1	0	2
NCK2	1	0	1	0	2
PEBP4	1	1	0	0	2
IGFBP4	1	0	1	0	2
IQGAP2	1	1	0	0	2
NEURL	1	1	0	0	2
MATN1	1	1	0	0	2
MARCKSL1	1	0	1	0	2
HBQ1	1	1	0	0	2
TTC38	1	1	0	0	2
SNAPC2	1	1	0	0	2
PDGFRB	1	1	0	0	2
ATXN7L2	1	1	0	0	2
FIGNL2	1	1	0	0	2
MSLN	1	1	0	0	2
HMGXB3	1	1	0	0	2
NCOR1	1	1	0	0	2
PRKRIP1	1	1	0	0	2
KL	1	1	0	0	2
GPC3	1	1	0	0	2
DGKD	1	0	0	1	2
BRD2	1	1	0	0	2
FUT1	1	1	0	0	2
B3GNT9	1	1	0	0	2
GPX7	1	1	0	0	2
LRFN5	1	1	0	0	2
TMEM145	1	1	0	0	2
PDZD4	1	1	0	0	2
SEMA5B	1	1	0	0	2
POU6F2	1	1	0	0	2
PWWP2B	1	0	1	0	2
LOC100190939	1	1	0	0	2
ROBO2	1	1	0	0	2
DGKG	1	1	0	0	2
GBP4	1	1	0	0	2
HOXA10	1	1	0	0	2
ADAMTS15	1	1	0	0	2
BACH2	1	1	0	0	2
PRODH	1	1	0	0	2
DLX2	1	0	1	0	2
PAX2	1	1	0	0	2
IGSF22	1	1	0	0	2
MUC6	1	1	0	0	2
CNIH2	1	1	0	0	2
KLHL36	1	0	1	0	2
PAQR4	1	0	1	0	2
TTPAL	1	0	0	1	2
CNTNAP2	1	1	0	0	2
JUN	1	1	0	0	2
C20orf151	1	1	0	0	2
SCFD2	1	1	0	0	2
DTX1	1	1	0	0	2
ZG16B	1	1	0	0	2
UST	1	1	0	0	2
PLAGL1	1	1	0	0	2
DACT3	1	1	0	0	2
DCBLD1	1	1	0	0	2
CNNM2	1	1	0	0	2
PAGE3	1	1	0	0	2
TLX1NB	1	1	0	0	2
CD9	1	1	0	0	2
NOTCH4	1	1	0	0	2
KLK10	1	1	0	0	2
BIK	1	1	0	0	2
CYP24A1	1	0	1	0	2
ITGA11	1	1	0	0	2
RHBDL1	1	0	1	0	2
COMP	1	0	1	0	2
LOC407835	1	1	0	0	2
PDE3A	1	1	0	0	2
EDARADD	1	1	0	0	2
TRIM10	1	1	0	0	2
TM7SF4	1	1	0	0	2
CBS	1	1	0	0	2
GATS	1	1	0	0	2
ARX	1	1	0	0	2
STON2	1	0	1	0	2
KIAA1217	1	1	0	0	2
RDM1	1	1	0	0	2
SLC5A5	1	1	0	0	2
PAX8	1	0	1	0	2
LCP2	1	1	0	0	2
NXN	1	1	0	0	2
LLGL2	1	1	0	0	2
RSPO3	1	1	0	0	2
LOC100133612	1	1	0	0	2
KIAA1751	1	1	0	0	2
ERC2	1	1	0	0	2
LHFPL4	1	0	1	0	2
SLC22A20	1	1	0	0	2
RINL	1	1	0	0	2
CD6	1	1	0	0	2
POMC	1	1	0	0	2
NDUFS6	1	0	1	0	2
PCGF3	1	1	0	0	2
PIK3AP1	1	0	1	0	2
HUWE1	1	1	0	0	2
ELAVL3	1	1	0	0	2
FAM84A	1	1	0	0	2
F10	1	1	0	0	2
INTS1	1	1	0	0	2
ICAM5	1	0	1	0	2
FAM167A	1	1	0	0	2
GRK5	1	1	0	0	2
NRIP3	1	1	0	0	2
PHLDB3	1	0	1	0	2
UNC84A	1	1	0	0	2
LDLRAD2	1	1	0	0	2
CHD7	1	0	1	0	2
MAP4K1	1	1	0	0	2
ASB8	1	0	1	0	2
GSG1L	1	1	0	0	2
EFHD1	1	1	0	0	2
ACMSD	1	1	0	0	2
KLHL34	1	1	0	0	2
RASSF1	1	1	0	0	2
C2orf54	1	1	0	0	2
HPGD	1	1	0	0	2
ZCCHC14	1	1	0	0	2
SLC6A18	1	1	0	0	2
FAM83F	1	1	0	0	2
VEPH1	1	1	0	0	2
SYNE1	1	1	0	0	2
KRTAP5-9	1	1	0	0	2
CDK13	1	1	0	0	2
NINJ2	1	1	0	0	2
FLJ30058	1	1	0	0	2
MRVI1	1	1	0	0	2
ACP5	1	1	0	0	2
NCAM1	1	1	0	0	2
DLG3	1	1	0	0	2
DPYSL4	1	1	0	0	2
PPP1R3F	1	1	0	0	2
TPO	1	1	0	0	2
TGM6	1	1	0	0	2
SSPO	1	1	0	0	2
MEOX2	1	1	0	0	2
CUEDC2	1	1	0	0	2
RAD51L1	1	1	0	0	2
SAMD12	1	1	0	0	2
TMEM132C	1	1	0	0	2
NRP2	1	0	1	0	2
BFSP2	1	1	0	0	2
SLC30A3	1	1	0	0	2
JPH4	1	0	1	0	2
CCDC77	1	1	0	0	2
PPIB	1	1	0	0	2
BIN3	1	1	0	0	2
C21orf70	1	1	0	0	2
CCL24	1	1	0	0	2
TKTL1	1	1	0	0	2
GIPR	1	1	0	0	2
CRISPLD1	1	1	0	0	2
LIMCH1	1	1	0	0	2
PI4KA	1	0	1	0	2
BANP	1	0	0	1	2
PLD4	1	1	0	0	2
PHTF2	1	1	0	0	2
DECR2	1	1	0	0	2
XKR5	1	1	0	0	2
PVALB	1	0	1	0	2
ACOT7	1	0	1	0	2
KIF25	1	1	0	0	2
UNC5C	1	1	0	0	2
NPC1L1	1	1	0	0	2
SCARF2	1	0	1	0	2
FRMD1	1	1	0	0	2
CCDC64B	1	1	0	0	2
FAM83B	1	1	0	0	2
DNAH2	1	1	0	0	2
PDE6B	1	1	0	0	2
HS3ST2	1	1	0	0	2
POLR2C	1	1	0	0	2
TMEM229B	1	1	0	0	2
VRK1	1	1	0	0	2
FOXA2	1	1	0	0	2
C19orf22	1	1	0	0	2
FHAD1	1	1	0	0	2
FHIT	1	1	0	0	2
COL22A1	1	1	0	0	2
GPM6A	1	1	0	0	2
TMC5	1	1	0	0	2
PLTP	1	0	1	0	2
ADRB3	1	1	0	0	2
PFDN6	1	1	0	0	2
MAD1L1	1	1	0	0	2
LPPR5	1	1	0	0	2
ZC3HAV1	1	0	1	0	2
CYBA	1	0	1	0	2
BARX1	1	1	0	0	2
ZNF598	1	1	0	0	2
C13orf18	1	1	0	0	2
T-SP1	1	1	0	0	2
TLE2	1	0	1	0	2
CMC1	1	0	1	0	2
PRKCB	1	1	0	0	2
FGF22	1	0	1	0	2
SEC14L5	1	1	0	0	2
NEFM	1	1	0	0	2
ISM1	1	1	0	0	2
FNDC3B	1	0	1	0	2
MAML3	1	1	0	0	2
ZNF804B	1	1	0	0	2
HES2	1	0	1	0	2
C9orf98	1	1	0	0	2
CD8A	1	1	0	0	2
LYPD5	1	1	0	0	2
CTSA	1	1	0	0	2
MMP15	1	1	0	0	2
ZNF671	1	1	0	0	2
HOXC9	1	1	0	0	2
DST	1	0	1	0	2
FAM181A	1	1	0	0	2
CARD11	1	1	0	0	2
C13orf16	1	1	0	0	2
TRIM40	1	1	0	0	2
RIMBP2	1	1	0	0	2
DYSFIP1	1	1	0	0	2
CALN1	1	1	0	0	2
ZNF583	1	1	0	0	2
GLI2	1	1	0	0	2
DUSP5	1	0	1	0	2
C1QTNF7	1	1	0	0	2
ANP32A	1	0	0	1	2
C19orf25	1	0	1	0	2
GALNTL4	1	1	0	0	2
RAB4A	1	1	0	0	2
GATA5	1	1	0	0	2
RTBDN	1	1	0	0	2
TRIM62	1	1	0	0	2
TMEM200B	1	0	1	0	2
NAA30	1	1	0	0	2
ZNF540	1	1	0	0	2
NLRC3	1	1	0	0	2
NKX2-6	1	1	0	0	2
GABRQ	1	1	0	0	2
LBXCOR1	1	1	0	0	2
BEX2	1	1	0	0	2
RASL12	1	1	0	0	2
ASGR1	1	1	0	0	2
BRUNOL4	1	1	0	0	2
POU2F3	1	1	0	0	2
EVPL	1	0	1	0	2
TAP2	1	1	0	0	2
TLL2	1	0	1	0	2
TRAP1	1	0	1	0	2
NFIC	1	1	0	0	2
SNX8	1	1	0	0	2
NAGS	1	1	0	0	2
ADD2	1	1	0	0	2
CORO6	1	0	1	0	2
DLL1	1	1	0	0	2
CCDC61	1	0	1	0	2
SPTBN4	1	1	0	0	2
HLA-DQB1	1	1	0	0	2
PLK5P	1	1	0	0	2
MAP9	1	1	0	0	2
RBP7	1	1	0	0	2
GALNTL6	1	1	0	0	2
LOC644538	1	1	0	0	2
PRAMEF1	1	0	0	1	2
05-Sep	1	1	0	0	2
THSD4	1	1	0	0	2
SH3BP2	1	0	0	1	2
XPNPEP2	1	1	0	0	2
PVT1	1	1	0	0	2
SMARCA1	1	1	0	0	2
C2CD4B	1	1	0	0	2
CTAGE5	1	1	0	0	2
TTC15	1	1	0	0	2
RAB37	1	1	0	0	2
CRB2	1	0	1	0	2
MON1A	1	0	1	0	2
SMOC2	1	1	0	0	2
GIMAP6	1	1	0	0	2
THBS2	1	1	0	0	2
COL4A1	1	0	1	0	2
LRFN3	1	0	1	0	2
FGF3	1	1	0	0	2
RASSF2	1	1	0	0	2
SPATA2	1	1	0	0	2
STRADA	1	1	0	0	2
UNC13A	1	1	0	0	2
LY6D	1	1	0	0	2
KCNJ6	1	1	0	0	2
TMEM40	1	1	0	0	2
PIK3IP1	1	1	0	0	2
LOC400804	1	1	0	0	2
NOS1	1	1	0	0	2
PCDH21	1	1	0	0	2
MSI2	1	1	0	0	2
ATP2C2	1	1	0	0	2
ASB1	1	0	0	1	2
OPRL1	1	1	0	0	2
AGPAT2	1	1	0	0	2
TERF2	1	1	0	0	2
CCNY	1	1	0	0	2
SARM1	1	0	1	0	2
KIR3DX1	1	1	0	0	2
TBXAS1	1	1	0	0	2
LPAR5	1	1	0	0	2
PLCD3	1	1	0	0	2
CCDC68	1	1	0	0	2
WSCD2	1	1	0	0	2
PTCH1	1	1	0	0	2
CD79B	1	1	0	0	2
ELANE	1	0	1	0	2
CABYR	1	1	0	0	2
C22orf34	1	1	0	0	2
FAM20C	1	1	0	0	2
SESN1	1	0	0	1	2
S1PR4	1	1	0	0	2
LY6E	1	1	0	0	2
MEFV	1	1	0	0	2
PLXNA3	1	1	0	0	2
WDR86	1	1	0	0	2
KIAA0895L	1	1	0	0	2
DEF8	1	1	0	0	2
IL17REL	1	1	0	0	2
ZNF593	1	0	0	1	2
AGBL4	1	1	0	0	2
HLA-H	1	1	0	0	2
NPY1R	1	1	0	0	2
COX17	1	1	0	0	2
GUCY2D	1	1	0	0	2
ZMYND11	1	1	0	0	2
CITED1	1	1	0	0	2
FAM43B	1	1	0	0	2
ADAMTS7	1	1	0	0	2
HOXC11	1	1	0	0	2
EPSTI1	1	1	0	0	2
FKBP2	1	1	0	0	2
SYN1	1	1	0	0	2
NEUROD1	1	1	0	0	2
FANK1	1	1	0	0	2
SLC6A5	1	1	0	0	2
CNDP1	1	1	0	0	2
EPHA4	1	1	0	0	2
ZNF396	1	1	0	0	2
MGLL	1	0	1	0	2
KCNK4	1	0	1	0	2
ABCC8	1	0	1	0	2
LCLAT1	1	1	0	0	2
KCNJ5	1	1	0	0	2
TP53I11	1	1	0	0	2
SPSB4	1	1	0	0	2
PGAP3	1	1	0	0	2
LRRC4C	1	1	0	0	2
HS6ST3	1	1	0	0	2
PDZRN4	1	1	0	0	2
JARID2	1	1	0	0	2
CD81	1	1	0	0	2
RPS6KA2	1	1	0	0	2
VAX1	1	1	0	0	2
NFASC	1	1	0	0	2
NKD1	1	1	0	0	2
FAM19A1	1	1	0	0	2
SLC15A1	1	1	0	0	2
OLIG1	1	1	0	0	2
NMNAT3	1	1	0	0	2
CUX2	1	1	0	0	2
WBSCR17	1	1	0	0	2
DCUN1D4	1	1	0	0	2
ADAM6	1	1	0	0	2
VIPR2	1	1	0	0	2
MARVELD3	1	1	0	0	2
GRK1	1	1	0	0	2
DOC2A	1	0	0	1	2
HCG27	1	1	0	0	2
OPLAH	1	1	0	0	2
C16orf71	1	1	0	0	2
HLA-DPB2	1	1	0	0	2
NR2E1	1	1	0	0	2
RBPMS	1	0	1	0	2
SMCR7L	1	1	0	0	2
HOXA4	1	1	0	0	2
AKR7L	1	1	0	0	2
HMSD	1	1	0	0	2
SLC39A11	1	0	1	0	2
TTYH2	1	1	0	0	2
C12orf42	1	1	0	0	2
SLC46A1	1	1	0	0	2
ANO9	1	1	0	0	2
FZD3	1	0	1	0	2
CASP8	1	0	1	0	2
MEI1	1	1	0	0	2
PRDM6	1	1	0	0	2
MAPRE3	1	1	0	0	2
ZNF560	1	1	0	0	2
ABCG2	1	1	0	0	2
TMEM154	1	1	0	0	2
CPNE7	1	0	1	0	2
CYP26A1	1	1	0	0	2
RGS9BP	1	1	0	0	2
NTN3	1	0	1	0	2
TRPM5	1	1	0	0	2
LTBP3	1	1	0	0	2
BNC1	1	0	1	0	2
SLC19A3	1	1	0	0	2
SLC6A9	1	1	0	0	2
COL9A2	1	1	0	0	2
TPRG1L	1	1	0	0	2
GDF2	1	1	0	0	2
C14orf180	1	1	0	0	2
HELLS	1	1	0	0	2
ADAMTS12	1	1	0	0	2
ADAMTS17	1	1	0	0	2
PPP1R9A	1	0	1	0	2
ADAMTS16	1	1	0	0	2
LOC283731	1	1	0	0	2
C16orf91	1	1	0	0	2
GAL3ST2	1	1	0	0	2
ZNF662	1	1	0	0	2
STK19	1	1	0	0	2
DDAH2	1	1	0	0	2
TMCO3	1	1	0	0	2
THNSL2	1	1	0	0	2
GTF2H4	1	1	0	0	2
RYR3	1	1	0	0	2
UGT8	1	1	0	0	2
RTN4RL1	1	1	0	0	2
ITM2B	1	1	0	0	2
ITGB2	1	1	0	0	2
FBXL19	1	0	1	0	2
FGF9	1	1	0	0	2
DFFA	1	0	1	0	2
NDRG1	1	1	0	0	2
PSAPL1	1	1	0	0	2
ADARB1	1	0	1	0	2
EPN3	1	1	0	0	2
DDX56	1	0	0	1	2
LBH	1	1	0	0	2
TNFAIP2	1	1	0	0	2
IKZF1	1	1	0	0	2
WNT3A	1	1	0	0	2
MAGEA8	1	1	0	0	2
PLA2G6	1	1	0	0	2
C1orf210	1	1	0	0	2
CYP2S1	1	1	0	0	2
C2CD4D	1	0	1	0	2
CLCN4	1	1	0	0	2
WSCD1	1	1	0	0	2
RIN3	1	1	0	0	2
NCAN	1	1	0	0	2
DAB2	1	1	0	0	2
VIPR1	1	1	0	0	2
FA2H	1	1	0	0	2
KREMEN2	1	0	1	0	2
C12orf27	1	1	0	0	2
AKT1	1	0	1	0	2
CCKAR	1	1	0	0	2
PROKR2	1	1	0	0	2
C9orf89	1	1	0	0	2
ARID1A	1	1	0	0	2
PRSS50	1	1	0	0	2
C20orf166	1	1	0	0	2
PPFIBP2	1	1	0	0	2
PLA2R1	1	1	0	0	2
PRM2	1	1	0	0	2
ADAM33	1	0	1	0	2
EFNB1	1	1	0	0	2
PITPNM1	1	0	1	0	2
ZNF501	1	1	0	0	2
TMEM150B	1	1	0	0	2
ZNF673	1	1	0	0	2
LOC84856	1	1	0	0	2
FEZ1	1	1	0	0	2
CRYGD	1	1	0	0	2
XYLT1	1	0	0	1	2
MIR548F5	1	1	0	0	2
PODXL	1	1	0	0	2
PERP	1	0	1	0	2
SORL1	1	0	1	0	2
